ID,iptm,ptm,ranking_score,fraction_disordered
105_231,0.31,0.62,0.37,0.0
105_336,0.22,0.66,0.38,0.14
105_023,0.27,0.53,0.47,0.31
105_052,0.23,0.55,0.3,0.01
105_228,0.21,0.76,0.35,0.06
105_449,0.67,0.78,0.69,0.01
105_425,0.21,0.58,0.29,0.01
105_147,0.31,0.69,0.39,0.0
105_312,0.45,0.85,0.59,0.12
105_251,0.23,0.69,0.34,0.02
105_129,0.16,0.56,0.25,0.01
105_576,0.15,0.55,0.24,0.02
105_066,0.14,0.7,0.27,0.04
105_503,0.39,0.74,0.48,0.04
105_365,0.28,0.59,0.35,0.01
105_081,0.18,0.71,0.32,0.06
105_191,0.19,0.76,0.41,0.21
105_535,0.24,0.78,0.35,0.01
105_215,0.16,0.58,0.25,0.02
105_161,0.44,0.67,0.65,0.34
105_632,0.2,0.69,0.31,0.02
105_005,0.26,0.61,0.33,0.01
105_168,0.29,0.74,0.38,0.0
105_307,0.51,0.64,0.54,0.01
105_422,0.35,0.61,0.41,0.01
105_601,0.25,0.73,0.35,0.02
105_211,0.18,0.64,0.29,0.04
105_533,0.18,0.62,0.27,0.01
105_261,0.79,0.83,0.8,0.01
105_384,0.5,0.47,0.59,0.19
105_242,0.2,0.56,0.29,0.03
105_137,0.34,0.8,0.47,0.08
105_105,0.26,0.58,0.32,0.01
105_299,0.23,0.51,0.32,0.06
105_238,0.27,0.71,0.37,0.01
105_167,0.15,0.62,0.25,0.01
105_385,0.16,0.51,0.26,0.06
105_094,0.24,0.61,0.32,0.01
105_149,0.18,0.64,0.28,0.02
105_024,0.43,0.59,0.49,0.05
105_462,0.32,0.61,0.38,0.01
105_459,0.66,0.77,0.68,0.01
105_271,0.57,0.66,0.61,0.06
105_145,0.73,0.81,0.75,0.01
105_093,0.22,0.67,0.43,0.25
105_207,0.26,0.59,0.33,0.01
105_581,0.13,0.5,0.21,0.02
105_383,0.49,0.7,0.54,0.01
105_413,0.34,0.62,0.4,0.0
105_331,0.22,0.63,0.3,0.0
105_602,0.15,0.56,0.25,0.03
105_401,0.19,0.58,0.27,0.01
105_019,0.32,0.8,0.48,0.12
105_493,0.3,0.74,0.39,0.02
105_090,0.15,0.71,0.35,0.18
105_513,0.28,0.81,0.46,0.16
105_430,0.26,0.79,0.4,0.07
105_509,0.36,0.62,0.42,0.01
105_106,0.22,0.63,0.31,0.02
105_498,0.18,0.56,0.26,0.01
105_118,0.76,0.85,0.8,0.03
105_557,0.29,0.63,0.37,0.01
105_544,0.23,0.72,0.34,0.02
105_437,0.23,0.74,0.34,0.02
105_548,0.18,0.72,0.3,0.01
105_460,0.13,0.53,0.22,0.02
105_089,0.24,0.77,0.39,0.09
105_407,0.18,0.62,0.28,0.04
105_095,0.35,0.56,0.47,0.15
105_390,0.23,0.55,0.42,0.27
105_636,0.2,0.57,0.33,0.13
105_596,0.24,0.58,0.31,0.01
105_550,0.21,0.59,0.36,0.15
105_123,0.25,0.68,0.34,0.01
105_564,0.21,0.62,0.3,0.01
105_159,0.72,0.82,0.78,0.07
105_342,0.39,0.65,0.45,0.02
105_032,0.25,0.86,0.4,0.07
105_061,0.19,0.66,0.3,0.02
105_277,0.3,0.51,0.39,0.1
105_209,0.29,0.75,0.39,0.03
105_429,0.17,0.57,0.26,0.01
105_560,0.22,0.6,0.32,0.05
105_010,0.15,0.7,0.29,0.06
105_151,0.22,0.62,0.3,0.01
105_108,0.38,0.83,0.48,0.02
105_150,0.22,0.53,0.29,0.02
105_287,0.26,0.79,0.4,0.06
105_101,0.19,0.56,0.27,0.01
105_377,0.25,0.6,0.33,0.01
105_016,0.65,0.77,0.68,0.01
105_486,0.24,0.61,0.32,0.01
105_320,0.48,0.69,0.52,0.0
105_389,0.21,0.68,0.31,0.01
105_280,0.3,0.8,0.45,0.09
105_166,0.27,0.6,0.34,0.02
105_259,0.28,0.53,0.38,0.11
105_275,0.36,0.67,0.43,0.01
105_057,0.59,0.77,0.74,0.21
105_369,0.26,0.59,0.33,0.01
105_542,0.2,0.63,0.44,0.31
105_199,0.19,0.59,0.28,0.02
105_485,0.78,0.83,0.79,0.01
105_085,0.13,0.66,0.25,0.03
105_600,0.19,0.59,0.28,0.02
105_264,0.21,0.75,0.36,0.08
105_038,0.26,0.76,0.37,0.02
105_531,0.17,0.69,0.27,0.01
105_172,0.37,0.51,0.44,0.08
105_635,0.2,0.76,0.32,0.01
105_637,0.55,0.73,0.59,0.0
105_073,0.2,0.55,0.28,0.01
105_640,0.4,0.64,0.45,0.01
105_500,0.18,0.58,0.26,0.01
105_030,0.22,0.51,0.29,0.01
105_359,0.25,0.65,0.35,0.03
105_195,0.27,0.62,0.35,0.0
105_170,0.33,0.76,0.45,0.08
105_062,0.34,0.55,0.4,0.03
105_580,0.23,0.63,0.35,0.09
105_426,0.38,0.64,0.44,0.01
105_633,0.36,0.82,0.48,0.07
105_272,0.31,0.82,0.5,0.17
105_494,0.33,0.63,0.41,0.03
105_574,0.15,0.55,0.23,0.01
105_142,0.19,0.56,0.27,0.01
105_092,0.37,0.75,0.46,0.04
105_618,0.22,0.74,0.45,0.26
105_070,0.13,0.68,0.25,0.02
105_547,0.28,0.84,0.45,0.12
105_396,0.21,0.49,0.3,0.06
105_414,0.21,0.59,0.33,0.09
105_087,0.2,0.63,0.32,0.06
105_139,0.32,0.62,0.38,0.01
105_420,0.65,0.77,0.7,0.04
105_613,0.15,0.65,0.25,0.01
105_163,0.27,0.71,0.37,0.02
105_304,0.55,0.46,0.61,0.16
105_353,0.35,0.82,0.46,0.03
105_345,0.29,0.84,0.46,0.12
105_382,0.26,0.6,0.36,0.06
105_047,0.18,0.64,0.35,0.15
105_049,0.25,0.63,0.33,0.01
105_230,0.14,0.55,0.23,0.01
105_583,0.28,0.53,0.34,0.02
105_417,0.32,0.51,0.36,0.01
105_294,0.17,0.52,0.25,0.01
105_543,0.19,0.56,0.33,0.12
105_408,0.18,0.5,0.25,0.01
105_376,0.32,0.66,0.39,0.0
105_525,0.14,0.72,0.33,0.15
105_278,0.22,0.65,0.34,0.08
105_203,0.17,0.69,0.32,0.1
105_622,0.18,0.56,0.26,0.0
105_452,0.45,0.68,0.5,0.01
105_343,0.44,0.64,0.49,0.01
105_098,0.25,0.47,0.34,0.09
105_006,0.24,0.78,0.41,0.12
105_620,0.26,0.72,0.38,0.05
105_102,0.36,0.69,0.46,0.07
105_257,0.18,0.73,0.3,0.03
105_541,0.23,0.72,0.37,0.1
105_239,0.14,0.56,0.23,0.01
105_364,0.25,0.68,0.34,0.01
105_553,0.33,0.55,0.44,0.13
105_322,0.74,0.82,0.76,0.01
105_397,0.33,0.5,0.48,0.24
105_051,0.26,0.58,0.33,0.01
105_033,0.22,0.67,0.32,0.01
105_125,0.26,0.64,0.38,0.09
105_064,0.56,0.72,0.59,0.0
105_176,0.22,0.7,0.33,0.02
105_284,0.2,0.75,0.32,0.01
105_281,0.22,0.6,0.3,0.02
105_285,0.26,0.58,0.35,0.05
105_502,0.42,0.55,0.45,0.0
105_324,0.24,0.73,0.35,0.02
105_237,0.21,0.57,0.29,0.01
105_201,0.25,0.46,0.3,0.02
105_410,0.21,0.65,0.31,0.02
105_015,0.23,0.7,0.34,0.02
105_119,0.18,0.74,0.32,0.05
105_484,0.65,0.74,0.67,0.01
105_309,0.17,0.53,0.25,0.01
105_311,0.34,0.6,0.41,0.04
105_250,0.31,0.59,0.38,0.02
105_014,0.22,0.7,0.35,0.06
105_223,0.2,0.57,0.28,0.02
105_219,0.13,0.52,0.21,0.01
105_222,0.31,0.67,0.39,0.03
105_350,0.24,0.54,0.33,0.05
105_352,0.21,0.58,0.29,0.01
105_435,0.16,0.59,0.26,0.02
105_444,0.68,0.77,0.7,0.01
105_132,0.19,0.57,0.27,0.01
105_591,0.36,0.6,0.41,0.01
105_611,0.49,0.68,0.54,0.01
105_463,0.65,0.78,0.69,0.02
105_402,0.25,0.71,0.35,0.02
105_111,0.26,0.73,0.38,0.05
105_508,0.34,0.62,0.4,0.01
105_565,0.19,0.76,0.4,0.2
105_158,0.14,0.58,0.24,0.02
105_197,0.19,0.53,0.26,0.01
105_171,0.6,0.76,0.75,0.24
105_372,0.29,0.63,0.37,0.03
105_196,0.13,0.59,0.22,0.01
105_204,0.18,0.62,0.27,0.01
105_393,0.14,0.51,0.23,0.03
105_072,0.17,0.63,0.29,0.06
105_487,0.24,0.62,0.45,0.27
105_510,0.22,0.73,0.33,0.02
105_360,0.73,0.81,0.75,0.01
105_042,0.1,0.6,0.21,0.02
105_205,0.22,0.58,0.3,0.01
105_218,0.15,0.58,0.25,0.02
105_386,0.18,0.56,0.26,0.01
105_179,0.65,0.68,0.66,0.01
105_306,0.24,0.68,0.34,0.02
105_492,0.16,0.65,0.28,0.04
105_623,0.16,0.6,0.26,0.02
105_605,0.76,0.84,0.78,0.01
105_185,0.68,0.78,0.82,0.24
105_130,0.18,0.63,0.3,0.06
105_099,0.41,0.7,0.47,0.01
105_598,0.36,0.78,0.44,0.0
105_563,0.23,0.77,0.36,0.05
105_615,0.2,0.53,0.28,0.03
105_590,0.3,0.86,0.46,0.1
105_573,0.26,0.6,0.33,0.01
105_439,0.26,0.7,0.36,0.02
105_512,0.21,0.64,0.34,0.09
105_077,0.11,0.7,0.26,0.07
105_290,0.16,0.53,0.24,0.03
105_319,0.47,0.67,0.51,0.01
105_445,0.57,0.75,0.62,0.03
105_643,0.23,0.74,0.45,0.24
105_443,0.14,0.54,0.23,0.01
105_447,0.17,0.6,0.26,0.01
105_551,0.29,0.8,0.4,0.02
105_621,0.22,0.68,0.32,0.03
105_490,0.2,0.56,0.32,0.1
105_316,0.22,0.53,0.41,0.25
105_630,0.31,0.64,0.38,0.01
105_194,0.24,0.59,0.32,0.01
105_347,0.2,0.6,0.28,0.01
105_244,0.19,0.56,0.27,0.01
105_157,0.22,0.71,0.35,0.06
105_594,0.22,0.57,0.3,0.02
105_138,0.23,0.54,0.34,0.09
105_193,0.18,0.68,0.29,0.01
105_096,0.13,0.54,0.25,0.08
105_374,0.5,0.69,0.54,0.01
105_526,0.28,0.64,0.35,0.01
105_552,0.24,0.8,0.42,0.15
105_187,0.39,0.72,0.47,0.01
105_433,0.27,0.67,0.36,0.02
105_128,0.27,0.59,0.34,0.01
105_153,0.23,0.63,0.31,0.01
105_086,0.38,0.77,0.48,0.03
105_338,0.41,0.63,0.49,0.08
105_416,0.18,0.4,0.24,0.04
105_107,0.22,0.74,0.35,0.07
105_266,0.16,0.61,0.27,0.05
105_427,0.78,0.87,0.81,0.02
105_450,0.18,0.56,0.27,0.01
105_335,0.29,0.49,0.47,0.28
105_538,0.38,0.67,0.44,0.01
105_639,0.2,0.57,0.28,0.01
105_071,0.35,0.63,0.41,0.0
105_262,0.27,0.59,0.34,0.01
105_286,0.19,0.56,0.31,0.09
105_646,0.33,0.55,0.42,0.09
105_419,0.14,0.54,0.23,0.02
105_162,0.42,0.76,0.51,0.04
105_537,0.28,0.61,0.35,0.01
105_122,0.22,0.6,0.3,0.01
105_303,0.25,0.52,0.32,0.04
105_626,0.26,0.75,0.37,0.02
105_559,0.18,0.52,0.26,0.03
105_530,0.15,0.53,0.23,0.01
105_358,0.19,0.56,0.28,0.03
105_527,0.17,0.57,0.25,0.01
105_190,0.21,0.56,0.3,0.04
105_647,0.28,0.52,0.53,0.41
105_651,0.47,0.42,0.65,0.39
105_555,0.2,0.67,0.31,0.02
105_641,0.46,0.8,0.62,0.19
105_155,0.39,0.79,0.49,0.04
105_569,0.15,0.57,0.38,0.29
105_314,0.47,0.73,0.54,0.03
105_489,0.19,0.57,0.27,0.01
105_561,0.37,0.57,0.43,0.04
105_253,0.18,0.48,0.28,0.08
105_617,0.25,0.76,0.44,0.17
105_156,0.16,0.54,0.24,0.01
105_597,0.74,0.82,0.76,0.01
105_586,0.27,0.62,0.34,0.0
105_229,0.19,0.66,0.3,0.04
105_579,0.27,0.66,0.36,0.01
105_317,0.3,0.66,0.38,0.03
105_616,0.19,0.6,0.28,0.02
105_246,0.22,0.36,0.25,0.0
105_002,0.63,0.73,0.65,0.01
105_256,0.38,0.81,0.47,0.02
105_323,0.27,0.59,0.35,0.02
105_412,0.53,0.7,0.57,0.01
105_217,0.27,0.65,0.35,0.01
105_477,0.29,0.62,0.35,0.0
105_351,0.31,0.62,0.38,0.01
105_029,0.17,0.75,0.31,0.03
105_571,0.64,0.75,0.67,0.02
105_177,0.13,0.61,0.3,0.14
105_267,0.42,0.59,0.53,0.16
105_496,0.19,0.73,0.32,0.03
105_131,0.25,0.82,0.44,0.15
105_441,0.23,0.7,0.33,0.02
105_160,0.15,0.62,0.26,0.03
105_001,0.71,0.82,0.73,0.01
105_054,0.21,0.63,0.32,0.04
105_468,0.32,0.63,0.38,0.01
105_210,0.15,0.56,0.24,0.03
105_578,0.13,0.56,0.22,0.01
105_245,0.14,0.69,0.26,0.02
105_523,0.33,0.64,0.42,0.06
105_505,0.3,0.61,0.37,0.01
105_362,0.22,0.57,0.3,0.01
105_431,0.35,0.6,0.4,0.01
105_027,0.27,0.84,0.45,0.14
105_599,0.22,0.59,0.3,0.01
105_247,0.19,0.65,0.31,0.07
105_371,0.18,0.72,0.31,0.03
105_482,0.54,0.62,0.56,0.0
105_499,0.15,0.55,0.24,0.01
105_109,0.19,0.77,0.41,0.2
105_084,0.27,0.65,0.37,0.04
105_568,0.81,0.89,0.83,0.02
105_020,0.25,0.75,0.36,0.02
105_007,0.56,0.76,0.6,0.01
105_451,0.36,0.64,0.42,0.01
105_068,0.36,0.73,0.46,0.06
105_141,0.18,0.74,0.4,0.21
105_612,0.22,0.58,0.3,0.03
105_546,0.16,0.67,0.38,0.24
105_025,0.2,0.55,0.27,0.01
105_200,0.24,0.75,0.35,0.02
105_575,0.13,0.55,0.23,0.02
105_418,0.23,0.42,0.28,0.02
105_069,0.23,0.59,0.31,0.0
105_300,0.1,0.66,0.25,0.07
105_521,0.11,0.5,0.2,0.03
105_515,0.13,0.77,0.29,0.05
105_517,0.55,0.73,0.6,0.02
105_464,0.21,0.58,0.3,0.03
105_270,0.18,0.52,0.34,0.2
105_174,0.3,0.8,0.41,0.03
105_080,0.27,0.71,0.36,0.01
105_017,0.2,0.65,0.31,0.04
105_392,0.37,0.66,0.47,0.08
105_501,0.13,0.56,0.22,0.01
105_566,0.16,0.6,0.25,0.01
105_479,0.23,0.5,0.29,0.01
105_067,0.17,0.62,0.28,0.05
105_012,0.29,0.84,0.47,0.13
105_083,0.26,0.71,0.44,0.18
105_631,0.25,0.34,0.32,0.1
105_504,0.25,0.64,0.33,0.01
105_355,0.43,0.75,0.51,0.02
105_608,0.13,0.55,0.22,0.01
105_114,0.63,0.75,0.66,0.01
105_454,0.23,0.61,0.32,0.03
105_532,0.56,0.67,0.58,0.01
105_456,0.22,0.51,0.31,0.06
105_357,0.57,0.77,0.65,0.08
105_035,0.13,0.67,0.25,0.02
105_040,0.18,0.5,0.26,0.03
105_432,0.51,0.71,0.55,0.01
105_395,0.18,0.66,0.31,0.06
105_648,0.34,0.41,0.38,0.06
105_536,0.19,0.56,0.27,0.01
105_124,0.19,0.75,0.35,0.09
105_442,0.15,0.57,0.24,0.01
105_466,0.21,0.76,0.41,0.19
105_310,0.58,0.52,0.73,0.32
105_378,0.23,0.59,0.31,0.01
105_249,0.25,0.63,0.33,0.01
105_240,0.22,0.75,0.36,0.08
105_100,0.25,0.63,0.33,0.01
105_458,0.19,0.56,0.27,0.01
105_540,0.28,0.78,0.46,0.17
105_415,0.12,0.45,0.19,0.01
105_065,0.63,0.82,0.68,0.02
105_394,0.14,0.5,0.28,0.14
105_375,0.24,0.58,0.31,0.01
105_115,0.19,0.77,0.34,0.08
105_506,0.47,0.69,0.53,0.03
105_585,0.19,0.76,0.42,0.23
105_254,0.15,0.48,0.24,0.06
105_043,0.23,0.71,0.35,0.04
105_031,0.15,0.55,0.23,0.01
105_053,0.31,0.85,0.47,0.11
105_603,0.17,0.66,0.39,0.24
105_305,0.38,0.73,0.46,0.02
105_367,0.23,0.73,0.34,0.02
105_356,0.3,0.72,0.52,0.26
105_059,0.4,0.44,0.6,0.4
105_178,0.2,0.77,0.33,0.02
105_241,0.16,0.66,0.27,0.03
105_143,0.17,0.56,0.26,0.01
105_475,0.3,0.63,0.37,0.01
105_182,0.32,0.62,0.39,0.01
105_465,0.16,0.69,0.28,0.04
105_113,0.17,0.61,0.26,0.01
105_507,0.8,0.82,0.81,0.01
105_473,0.17,0.72,0.29,0.01
105_117,0.27,0.59,0.34,0.01
105_279,0.42,0.67,0.53,0.12
105_511,0.27,0.74,0.37,0.02
105_634,0.3,0.87,0.45,0.08
105_497,0.18,0.67,0.3,0.05
105_110,0.27,0.76,0.38,0.02
105_329,0.28,0.69,0.37,0.02
105_337,0.19,0.62,0.36,0.17
105_028,0.22,0.7,0.34,0.04
105_255,0.23,0.71,0.35,0.04
105_186,0.14,0.68,0.31,0.13
105_349,0.32,0.63,0.39,0.03
105_440,0.47,0.76,0.53,0.01
105_398,0.14,0.57,0.23,0.01
105_411,0.56,0.66,0.73,0.29
105_381,0.15,0.55,0.25,0.03
105_076,0.58,0.85,0.65,0.02
105_088,0.36,0.8,0.49,0.09
105_288,0.18,0.67,0.28,0.01
105_529,0.46,0.67,0.51,0.01
105_327,0.36,0.62,0.42,0.02
105_048,0.23,0.67,0.32,0.01
105_103,0.23,0.63,0.31,0.01
105_619,0.32,0.76,0.49,0.17
105_403,0.56,0.73,0.6,0.01
105_184,0.49,0.69,0.53,0.01
105_448,0.34,0.62,0.4,0.0
105_554,0.15,0.58,0.27,0.07
105_471,0.27,0.66,0.37,0.04
105_346,0.4,0.71,0.57,0.22
105_470,0.21,0.54,0.28,0.0
105_387,0.21,0.56,0.29,0.01
105_481,0.4,0.65,0.45,0.01
105_424,0.17,0.55,0.25,0.01
105_528,0.28,0.75,0.38,0.02
105_483,0.39,0.67,0.45,0.01
105_522,0.25,0.73,0.36,0.01
105_165,0.23,0.5,0.4,0.22
105_133,0.12,0.53,0.21,0.02
105_097,0.48,0.75,0.58,0.09
105_363,0.26,0.7,0.36,0.01
105_518,0.21,0.57,0.29,0.01
105_058,0.66,0.83,0.69,0.0
105_202,0.62,0.77,0.65,0.01
105_009,0.21,0.86,0.39,0.1
105_226,0.18,0.67,0.28,0.02
105_291,0.17,0.79,0.38,0.18
105_604,0.12,0.63,0.38,0.31
105_480,0.24,0.64,0.32,0.01
105_026,0.13,0.65,0.25,0.03
105_495,0.25,0.59,0.32,0.01
105_652,0.73,0.56,0.92,0.45
105_282,0.21,0.7,0.32,0.03
105_046,0.26,0.61,0.33,0.01
105_348,0.33,0.7,0.42,0.03
105_216,0.17,0.54,0.25,0.02
105_567,0.3,0.83,0.48,0.16
105_050,0.33,0.64,0.39,0.01
105_004,0.24,0.73,0.38,0.09
105_488,0.17,0.65,0.29,0.05
105_438,0.25,0.67,0.34,0.01
105_079,0.31,0.62,0.38,0.01
105_340,0.71,0.81,0.73,0.0
105_325,0.47,0.78,0.54,0.02
105_292,0.23,0.62,0.32,0.01
105_593,0.16,0.58,0.29,0.09
105_380,0.25,0.64,0.33,0.01
105_192,0.15,0.6,0.26,0.04
105_148,0.14,0.53,0.23,0.03
105_183,0.16,0.66,0.3,0.09
105_234,0.12,0.58,0.24,0.06
105_595,0.17,0.55,0.26,0.01
105_399,0.28,0.74,0.38,0.02
105_328,0.14,0.6,0.23,0.01
105_446,0.22,0.71,0.33,0.01
105_206,0.28,0.62,0.35,0.0
105_169,0.48,0.77,0.56,0.05
105_112,0.21,0.63,0.3,0.01
105_198,0.22,0.61,0.3,0.0
105_060,0.33,0.73,0.43,0.05
105_173,0.16,0.5,0.25,0.05
105_289,0.15,0.61,0.31,0.14
105_136,0.25,0.69,0.37,0.06
105_453,0.49,0.71,0.54,0.01
105_474,0.25,0.72,0.35,0.01
105_404,0.19,0.62,0.28,0.01
105_614,0.28,0.68,0.42,0.13
105_208,0.13,0.48,0.22,0.04
105_423,0.12,0.66,0.26,0.07
105_624,0.25,0.7,0.37,0.04
105_276,0.14,0.7,0.3,0.1
105_063,0.3,0.74,0.41,0.04
105_645,0.58,0.48,0.66,0.19
105_409,0.8,0.87,0.83,0.02
105_421,0.13,0.45,0.21,0.04
105_091,0.26,0.76,0.37,0.01
105_039,0.11,0.56,0.31,0.23
105_627,0.22,0.45,0.41,0.28
105_302,0.32,0.61,0.38,0.01
105_011,0.26,0.8,0.4,0.05
105_308,0.19,0.48,0.27,0.03
105_436,0.42,0.67,0.48,0.02
105_293,0.69,0.8,0.72,0.01
105_333,0.4,0.54,0.56,0.25
105_334,0.4,0.57,0.47,0.07
105_164,0.38,0.61,0.43,0.02
105_008,0.28,0.58,0.35,0.03
105_018,0.37,0.7,0.46,0.05
105_428,0.25,0.56,0.33,0.04
105_146,0.16,0.56,0.25,0.01
105_629,0.25,0.77,0.44,0.17
105_642,0.36,0.65,0.6,0.36
105_263,0.12,0.73,0.26,0.03
105_373,0.24,0.58,0.31,0.01
105_104,0.27,0.6,0.34,0.01
105_368,0.25,0.61,0.33,0.02
105_213,0.11,0.64,0.23,0.02
105_653,0.67,0.37,0.81,0.4
105_341,0.2,0.63,0.29,0.01
105_175,0.19,0.6,0.29,0.03
105_524,0.71,0.64,0.82,0.24
105_134,0.16,0.61,0.26,0.01
105_248,0.2,0.71,0.32,0.05
105_344,0.25,0.85,0.43,0.11
105_469,0.17,0.56,0.25,0.02
105_534,0.25,0.7,0.34,0.01
105_075,0.29,0.72,0.39,0.03
105_606,0.52,0.81,0.67,0.18
105_332,0.21,0.67,0.33,0.04
105_225,0.31,0.63,0.38,0.01
105_127,0.3,0.79,0.41,0.02
105_295,0.58,0.85,0.7,0.14
105_476,0.22,0.7,0.32,0.02
105_457,0.55,0.65,0.6,0.05
105_388,0.26,0.78,0.41,0.09
105_258,0.26,0.69,0.43,0.17
105_021,0.14,0.63,0.25,0.02
105_265,0.32,0.8,0.47,0.11
105_391,0.13,0.56,0.22,0.01
105_036,0.24,0.67,0.34,0.01
105_539,0.35,0.56,0.41,0.03
105_455,0.31,0.63,0.38,0.01
105_644,0.21,0.34,0.41,0.34
105_140,0.13,0.45,0.23,0.07
105_588,0.25,0.72,0.36,0.02
105_516,0.17,0.55,0.26,0.01
105_189,0.18,0.56,0.28,0.05
105_126,0.26,0.75,0.37,0.02
105_116,0.28,0.6,0.35,0.01
105_144,0.13,0.54,0.22,0.01
105_135,0.15,0.59,0.24,0.01
105_589,0.26,0.56,0.32,0.0
105_268,0.4,0.78,0.51,0.08
105_034,0.2,0.58,0.28,0.01
105_154,0.24,0.75,0.38,0.07
105_003,0.26,0.6,0.33,0.01
105_400,0.26,0.76,0.37,0.02
105_370,0.19,0.51,0.28,0.05
105_252,0.2,0.61,0.29,0.01
105_434,0.31,0.77,0.41,0.02
105_628,0.32,0.72,0.41,0.03
105_056,0.23,0.74,0.38,0.11
105_318,0.16,0.6,0.26,0.03
105_232,0.11,0.41,0.21,0.08
105_491,0.3,0.63,0.37,0.01
105_045,0.27,0.72,0.4,0.08
105_520,0.27,0.71,0.39,0.05
105_236,0.38,0.66,0.44,0.01
105_405,0.16,0.59,0.25,0.01
105_562,0.2,0.62,0.29,0.01
105_022,0.38,0.64,0.45,0.04
105_055,0.14,0.76,0.29,0.05
105_339,0.39,0.77,0.54,0.14
105_354,0.24,0.76,0.35,0.01
105_587,0.15,0.48,0.25,0.07
105_013,0.21,0.59,0.31,0.05
105_326,0.82,0.53,0.96,0.41
105_625,0.22,0.6,0.31,0.02
105_121,0.33,0.65,0.41,0.02
105_638,0.14,0.57,0.23,0.01
105_224,0.25,0.61,0.45,0.25
179_149,0.27,0.57,0.39,0.11
179_552,0.31,0.46,0.45,0.22
179_487,0.11,0.41,0.34,0.33
179_044,0.31,0.44,0.45,0.22
179_238,0.32,0.56,0.43,0.11
179_369,0.29,0.4,0.38,0.14
179_488,0.16,0.37,0.3,0.19
179_409,0.28,0.4,0.39,0.17
179_275,0.31,0.35,0.41,0.17
179_185,0.19,0.46,0.41,0.33
179_573,0.26,0.43,0.37,0.14
179_058,0.65,0.4,0.71,0.21
179_320,0.23,0.5,0.34,0.11
179_259,0.12,0.36,0.28,0.23
179_079,0.3,0.48,0.41,0.13
179_208,0.13,0.41,0.27,0.17
179_288,0.23,0.55,0.36,0.12
179_372,0.18,0.38,0.3,0.16
179_068,0.15,0.39,0.29,0.19
179_057,0.15,0.46,0.36,0.31
179_599,0.17,0.4,0.28,0.14
179_640,0.3,0.41,0.39,0.14
179_065,0.31,0.48,0.44,0.18
179_154,0.16,0.46,0.33,0.23
179_277,0.16,0.35,0.3,0.19
179_087,0.53,0.38,0.59,0.18
179_489,0.51,0.39,0.56,0.15
179_294,0.3,0.46,0.4,0.13
179_364,0.12,0.39,0.26,0.16
179_176,0.22,0.39,0.35,0.18
179_089,0.15,0.46,0.34,0.24
179_230,0.24,0.43,0.36,0.16
179_550,0.13,0.37,0.29,0.24
179_004,0.12,0.4,0.29,0.23
179_585,0.26,0.5,0.46,0.3
179_161,0.17,0.41,0.41,0.39
179_584,0.33,0.39,0.42,0.15
179_397,0.39,0.47,0.56,0.3
179_609,0.38,0.39,0.47,0.17
179_567,0.25,0.48,0.43,0.28
179_212,0.23,0.49,0.35,0.13
179_406,0.45,0.57,0.53,0.11
179_505,0.14,0.44,0.27,0.13
179_565,0.14,0.49,0.36,0.29
179_129,0.36,0.51,0.47,0.14
179_256,0.23,0.46,0.38,0.2
179_605,0.17,0.47,0.3,0.13
179_307,0.17,0.49,0.28,0.1
179_363,0.2,0.56,0.33,0.11
179_103,0.41,0.49,0.51,0.17
179_451,0.37,0.39,0.46,0.16
179_138,0.19,0.42,0.33,0.18
179_172,0.36,0.46,0.46,0.15
179_255,0.85,0.58,0.89,0.19
179_115,0.25,0.48,0.41,0.23
179_381,0.24,0.42,0.36,0.16
179_445,0.36,0.41,0.45,0.17
179_492,0.14,0.4,0.28,0.18
179_571,0.26,0.42,0.36,0.14
179_458,0.13,0.4,0.26,0.16
179_425,0.21,0.41,0.33,0.15
179_430,0.12,0.46,0.31,0.24
179_022,0.19,0.37,0.31,0.17
179_549,0.31,0.42,0.4,0.15
179_561,0.22,0.4,0.33,0.14
179_153,0.18,0.41,0.31,0.16
179_592,0.17,0.37,0.34,0.28
179_289,0.2,0.36,0.35,0.24
179_528,0.24,0.47,0.38,0.19
179_019,0.18,0.44,0.36,0.26
179_472,0.23,0.4,0.33,0.15
179_233,0.13,0.37,0.3,0.24
179_303,0.18,0.41,0.3,0.14
179_513,0.14,0.5,0.36,0.28
179_530,0.33,0.42,0.42,0.14
179_384,0.44,0.44,0.57,0.26
179_478,0.9,0.65,0.92,0.13
179_408,0.27,0.39,0.36,0.13
179_263,0.21,0.4,0.34,0.19
179_463,0.65,0.62,0.71,0.13
179_003,0.19,0.42,0.31,0.15
179_108,0.23,0.44,0.37,0.2
179_159,0.17,0.46,0.35,0.24
179_144,0.32,0.46,0.42,0.15
179_403,0.14,0.4,0.27,0.16
179_283,0.32,0.38,0.41,0.16
179_626,0.2,0.42,0.33,0.18
179_050,0.25,0.38,0.36,0.16
179_293,0.13,0.46,0.27,0.14
179_213,0.15,0.4,0.29,0.17
179_580,0.4,0.49,0.53,0.22
179_070,0.15,0.39,0.29,0.17
179_481,0.27,0.4,0.37,0.15
179_435,0.22,0.38,0.33,0.16
179_125,0.13,0.41,0.29,0.22
179_579,0.29,0.55,0.4,0.12
179_309,0.34,0.5,0.43,0.13
179_107,0.14,0.43,0.3,0.21
179_638,0.4,0.47,0.48,0.14
179_260,0.26,0.5,0.37,0.14
179_191,0.25,0.5,0.45,0.31
179_575,0.85,0.6,0.87,0.14
